Date,Close,Volume,SMA_50,SMA_200,RSI
2021-07-22,1218477.8140316925,1087327,1145602.3655612853,922904.2939012619,100.0
2021-07-23,1221489.599149529,1038545,1148578.7811485096,925878.1526176218,100.0
2021-07-26,1224452.588415327,1139287,1151556.3751443059,928851.546355712,100.0
2021-07-27,1227291.0587178038,1067645,1154528.2571129582,931824.2305957042,100.0
2021-07-28,1230001.751777891,1130356,1157491.559114216,934794.5581220887,100.0
2021-07-29,1233161.811367759,1000294,1160458.0472237146,937765.3687282072,100.0
2021-07-30,1236099.9884788047,846659,1163419.5714819375,940735.0838919188,100.0
2021-08-02,1239053.295146496,799135,1166378.8020135795,943705.0320080657,100.0
2021-08-03,1242399.83938388,800361,1169345.0261584155,946677.6572916557,100.0
2021-08-04,1245536.7396052517,725391,1172313.3445950055,949651.3771260454,100.0
2021-08-05,1248610.9046055079,786451,1175283.9089455751,952625.4848058504,100.0
2021-08-06,1251639.3169665453,1352253,1178256.6209414215,955599.3553957249,100.0
2021-08-09,1254943.3159386984,1150819,1181236.4838508584,958572.4866715096,100.0
2021-08-10,1258287.2338001817,874994,1184227.737162851,961547.3797937534,100.0
2021-08-11,1261473.1348224776,921921,1187221.5867284685,964524.1583661091,100.0
2021-08-12,1264589.5797407571,1022511,1190221.737686895,967501.8651448318,100.0
2021-08-13,1267170.659126516,868890,1193210.1437079806,970477.940916458,100.0
2021-08-16,1270195.4035093626,1013503,1196200.0424510436,973453.6589285248,100.0
2021-08-17,1273169.3821185238,1155520,1199189.2227863634,976430.7876306518,100.0
2021-08-18,1276188.172764401,992851,1202176.8035874953,979407.9470240138,100.0
2021-08-19,1279376.7819818654,1067203,1205165.5833151164,982385.8929569253,100.0
2021-08-20,1281828.8465484276,1177298,1208149.6868277034,985360.8670316335,100.0
2021-08-23,1284714.9841377335,945573,1211132.3407067813,988335.8691103571,100.0
2021-08-24,1287768.9650087217,1056958,1214112.5534876303,991311.3790151654,100.0
2021-08-25,1290675.5958995111,938124,1217097.691309573,994287.8461353366,100.0
2021-08-26,1293392.2146768859,994294,1220075.6123851615,997263.3896692782,100.0
2021-08-27,1296566.0073742652,935053,1223066.0315716153,1000240.3450281824,100.0
2021-08-30,1299621.3817554344,894226,1226061.6482730669,1003217.1612089464,100.0
2021-08-31,1302427.1608413456,1034742,1229053.2260340294,1006194.1624675718,100.0
2021-09-01,1305490.1242822488,1113309,1232052.6899242192,1009170.6973452999,100.0
2021-09-02,1308654.4414246588,1029260,1235059.3822002083,1012146.5593241955,100.0
2021-09-03,1311655.4999539186,1099745,1238071.982986812,1015124.4965807627,100.0
2021-09-06,1314815.6129146048,852413,1241081.1934929008,1018102.8081434022,100.0
2021-09-07,1317831.2649496372,759252,1244090.0601286683,1021080.5210581821,100.0
2021-09-08,1320752.2191531064,1083408,1247095.0766873937,1024058.4761810048,100.0
2021-09-09,1323520.3350498264,1137576,1250096.3462644557,1027035.6691551253,100.0
2021-09-10,1326503.148896432,1009971,1253098.6858454444,1030012.9090790566,100.0
2021-09-13,1329542.0074840412,1269607,1256108.2684949404,1032990.6410868051,100.0
2021-09-14,1332717.1740363587,1181539,1259122.5218249336,1035969.5579402845,100.0
2021-09-15,1335694.1525426612,1536114,1262139.3606939,1038950.0356901017,100.0
2021-09-16,1338785.6356639054,959838,1265154.5975295943,1041929.8185239603,100.0
2021-09-17,1341592.7132611587,800230,1268161.411509767,1044907.5571272132,100.0
2021-09-20,1344436.1874299932,851972,1271159.228658454,1047885.3264655693,100.0
2021-09-21,1347414.1095701877,886900,1274153.194042187,1050864.4518389544,100.0
2021-09-22,1350203.1838773908,1095206,1277145.335527812,1053842.001518999,100.0
2021-09-23,1353367.2334448558,568386,1280145.22159273,1056820.9472348506,100.0
2021-09-24,1356459.8595107195,1263710,1283143.8935262384,1059800.2141278682,100.0
2021-09-27,1359515.6786635981,952140,1286142.2566715349,1062780.0794450673,100.0
2021-09-28,1362583.4594886412,950641,1289149.0495871347,1065759.5921276407,100.0
2021-09-29,1365987.6682009383,784131,1292162.5047498096,1068740.4311046319,100.0
2021-09-30,1368893.8953633448,977154,1295170.8263764426,1071721.5268148137,100.0
2021-10-01,1371453.6071062447,1002647,1298170.106535577,1074701.804447665,100.0
2021-10-04,1374493.4671456239,975611,1301170.924110183,1077683.864319111,100.0
2021-10-05,1377483.3464374316,1067811,1304174.7698645755,1080665.2632076368,100.0
2021-10-06,1380379.8426289295,882073,1307182.331681596,1083647.3334363776,100.0
2021-10-07,1383184.0766570577,820836,1310182.7769873822,1086628.9316516137,100.0
2021-10-08,1386096.2387526974,1109665,1313182.70199286,1089610.6869913666,100.0
2021-10-11,1389132.506438541,1019733,1316184.286218701,1092592.6762368444,100.0
2021-10-12,1392031.9430984126,1039436,1319176.9282929916,1095576.0989454277,100.0
2021-10-13,1395514.4338343213,1211805,1322176.482177573,1098561.745329094,100.0
2021-10-14,1398322.3329579947,795487,1325170.7107446229,1101545.9073173543,100.0
2021-10-15,1401163.709485453,828951,1328161.198595001,1104529.1877661652,100.0
2021-10-18,1403705.98547745,1251443,1331136.451985776,1107510.4904811077,100.0
2021-10-19,1406756.2823604543,703423,1334105.8329569814,1110491.947280299,100.0
2021-10-20,1409353.0010348943,738117,1337063.4302812296,1113470.9886265167,100.0
2021-10-21,1412245.1101082193,1163572,1340016.5408885789,1116452.2631108575,100.0
2021-10-22,1415189.9760013071,1047640,1342976.9272260747,1119431.3060123557,100.0
2021-10-25,1418048.0304081377,1021046,1345933.9797640503,1122409.2490925652,100.0
2021-10-26,1421395.8049436286,981668,1348898.5082205522,1125389.5834540345,100.0
2021-10-27,1424594.6838218917,1006253,1351866.6384417021,1128371.3031632705,100.0
2021-10-28,1427858.511197152,981577,1354836.273026008,1131353.848267605,100.0
2021-10-29,1430682.0274334422,1271088,1357813.336643708,1134335.6270570606,100.0
2021-11-01,1433907.746246345,920370,1360797.1918858804,1137320.5651250482,100.0
2021-11-02,1437006.9464356138,967725,1363781.9515144182,1140303.934701121,100.0
2021-11-03,1440161.227625349,1358889,1366771.6641489351,1143288.1862237994,100.0
2021-11-04,1443367.1153911056,1005501,1369771.1621632194,1146272.447012595,100.0
2021-11-05,1446185.3627419139,1446403,1372763.5492705724,1149256.4910879922,100.0
2021-11-08,1449100.4992177184,979004,1375753.1316198183,1152238.5744687144,100.0
2021-11-09,1452273.018419984,1273482,1378750.048771391,1155221.234101759,100.0
2021-11-10,1454741.894601389,668931,1381735.0841777737,1158200.629271876,100.0
2021-11-11,1458044.5602179037,1030728,1384722.8865536386,1161182.583023442,100.0
2021-11-12,1461155.1866307452,683105,1387712.8802871748,1164163.8787617823,100.0
2021-11-15,1464146.045838613,1168890,1390699.4889456553,1167144.4389779975,100.0
2021-11-16,1467190.1473697645,757426,1393686.6665940576,1170123.917855639,100.0
2021-11-17,1469984.1603131026,1056753,1396671.3054172576,1173102.9948855566,100.0
2021-11-18,1472914.171640185,943560,1399659.1821490647,1176082.2029992284,100.0
2021-11-19,1476134.2285078291,768359,1402651.803741293,1179060.2074805405,100.0
2021-11-22,1479393.8329022944,676128,1405648.8402496579,1182040.5699996478,100.0
2021-11-23,1482933.077712807,897791,1408653.158323187,1185023.7646925081,100.0
2021-11-24,1485918.2927795511,1348125,1411657.6411279247,1188005.7485693395,100.0
2021-11-25,1488786.5821861902,941302,1414657.6600583706,1190986.9761682367,100.0
2021-11-26,1491683.7353930022,1183444,1417659.4805010075,1193967.1065794881,100.0
2021-11-29,1494480.1270179446,988591,1420660.3592927665,1196946.6183978934,100.0
2021-11-30,1497464.5560667564,1175345,1423661.3682226976,1199925.6823056547,100.0
2021-12-01,1500541.1025527588,634617,1426668.126596205,1202906.435472698,100.0
2021-12-02,1503534.2540966524,919362,1429671.467009241,1205885.4962667811,100.0
2021-12-03,1506753.5234657854,1189881,1432677.3402883422,1208865.771571755,100.0
2021-12-06,1509706.6803055166,967349,1435681.1603211805,1211846.4928391317,100.0
2021-12-07,1512637.1901750169,982708,1438682.234934908,1214826.2002727736,100.0
2021-12-08,1515520.9364796448,913907,1441672.9003004823,1217805.7871577262,100.0
2021-12-09,1518194.4095743978,1229875,1444658.910584703,1220785.075666624,100.0
2021-12-10,1520880.856029536,1059502,1447647.4555631692,1223764.1431253033,100.0
2021-12-13,1523645.0244434085,1008804,1450630.486709125,1226741.337652899,100.0
2021-12-14,1526905.3100577414,1128610,1453618.925981531,1229719.9931820047,100.0
2021-12-15,1530084.3621123193,1117644,1456613.016371199,1232699.677672943,100.0
2021-12-16,1533359.354925598,1042517,1459616.5219365696,1235679.6593841417,100.0
2021-12-17,1536092.912594679,1309406,1462616.4554134095,1238659.4357094944,100.0
2021-12-20,1538699.1876567218,987942,1465607.7890377727,1241637.9740879105,100.0
2021-12-21,1541567.176392695,1055616,1468598.4937036582,1244616.2372898154,100.0
2021-12-22,1544602.3401833542,871409,1471580.2518306393,1247594.5819590844,100.0
2021-12-23,1547702.0782383361,1030023,1474567.846736246,1250573.4674900796,100.0
2021-12-24,1550911.6726695297,1317552,1477562.8059999275,1253553.6878804232,100.0
2021-12-27,1553968.5286036911,871348,1480568.0568624523,1256534.2541768393,100.0
2021-12-28,1557317.0623598222,773281,1483579.2724624397,1259516.6704473128,100.0
2021-12-29,1560272.5412236326,1199351,1486597.6632662145,1262499.5837164936,100.0
2021-12-30,1563089.9253800244,970246,1489614.5595716506,1265482.396899445,100.0
2021-12-31,1565753.6817369254,1019200,1492625.8336863632,1268463.2543478233,100.0
2022-01-03,1568575.8874653063,990977,1495636.390827506,1271444.1137399266,100.0
2022-01-04,1571624.3110575033,1015824,1498640.960949784,1274426.37260525,100.0
2022-01-05,1574446.5670060327,1170106,1501637.9986134665,1277408.055042567,100.0
2022-01-06,1577633.9154987398,832175,1504633.5066994983,1280390.8318893637,100.0
2022-01-07,1580916.3810399473,797645,1507638.1937716284,1283372.764340369,100.0
2022-01-10,1583442.4636589019,1016993,1510628.8881198796,1286353.0319047456,100.0
2022-01-11,1586615.2741190013,678712,1513621.0546735474,1289333.2202606972,100.0
2022-01-12,1589167.353307269,725389,1516601.177187186,1292310.421824256,100.0
2022-01-13,1592247.6531182872,1373336,1519578.7879417294,1295289.2138318252,100.0
2022-01-14,1595492.627231126,1151493,1522564.9332315135,1298268.4574569808,100.0
2022-01-17,1598505.5984523946,997988,1525553.0352162072,1301248.9498188833,100.0
2022-01-18,1601249.6606177539,1247601,1528532.5680601627,1304230.8216638507,100.0
2022-01-19,1604132.5743768984,791880,1531520.3816556728,1307211.5017580893,100.0
2022-01-20,1607080.2452877562,936879,1534501.0953570697,1310193.6760974657,100.0
2022-01-21,1610043.7963309982,1124690,1537478.8675510748,1313175.2172575963,100.0
2022-01-24,1613003.2169628448,1178134,1540456.0109735597,1316157.239531784,100.0
2022-01-25,1615981.240406983,1102583,1543431.832834304,1319137.4923723964,100.0
2022-01-26,1619023.9364167652,491752,1546412.6283563771,1322116.890183658,100.0
2022-01-27,1621782.2216860186,806383,1549389.9893572938,1325095.53280707,100.0
2022-01-28,1624733.8177200446,1095413,1552361.9811415381,1328074.621248263,100.0
2022-01-31,1628037.4699541158,928809,1555334.8538825745,1331056.4420280296,100.0
2022-02-01,1630960.5408694872,1508046,1558295.4031457081,1334038.3190850052,100.0
2022-02-02,1633871.7736508562,1185311,1561254.4727631342,1337020.0326613828,100.0
2022-02-03,1637087.4131115992,1111616,1564220.4893816423,1340003.1891286087,100.0
2022-02-04,1639575.5761783302,776610,1567178.3261973488,1342983.629707313,100.0
2022-02-07,1642811.8518985878,992940,1570144.960694962,1345964.6731431207,100.0
2022-02-08,1645685.4711469868,1048240,1573109.3789965666,1348944.7350207134,100.0
2022-02-09,1648718.2568614774,1225556,1576072.922082741,1351925.7249708024,100.0
2022-02-10,1651737.5211326617,1176226,1579036.9874234612,1354908.2490337214,100.0
2022-02-11,1654926.0147565058,1206597,1582000.4372492754,1357890.3510329116,100.0
2022-02-14,1657872.4958072589,815217,1584963.7535593105,1360872.8748865395,100.0
2022-02-15,1660736.890650946,1282430,1587925.7475688288,1363855.3730079862,100.0
2022-02-16,1663996.4598090763,723913,1590895.2580354174,1366839.690164536,100.0
2022-02-17,1666523.625045648,892817,1593861.8423448426,1369823.4862168184,100.0
2022-02-18,1669527.6918819891,1086154,1596834.7790618918,1372807.7805772868,100.0
2022-02-21,1672258.1067974633,970021,1599807.0407089726,1375791.2066681467,100.0
2022-02-22,1675105.792119812,798792,1602771.0503502144,1378773.2508273197,100.0
2022-02-23,1678508.0434561046,835690,1605739.52397709,1381756.6077860252,100.0
2022-02-24,1681499.1243708134,690349,1608702.3193659943,1384739.9163784152,100.0
2022-02-25,1684538.1383102436,1106394,1611671.2238803052,1387722.4881921283,100.0
2022-02-28,1687181.8257391024,1252113,1614640.876641953,1390702.9384780016,100.0
2022-03-01,1690036.0168073436,979921,1617610.253450246,1393682.6754013277,100.0
2022-03-02,1693075.3282874892,919930,1620579.7132123285,1396662.4479538864,100.0
2022-03-03,1696146.2798261119,705535,1623548.597244084,1399642.765917632,100.0
2022-03-04,1699269.6571369905,1182640,1626515.7569334335,1402624.0956174461,100.0
2022-03-07,1702271.382716774,1442260,1629481.8140156951,1405605.7016786954,100.0
2022-03-08,1705376.7835584648,640508,1632443.0084396678,1408588.962755485,100.0
2022-03-09,1708467.539940992,787313,1635406.908414015,1411572.397172482,100.0
2022-03-10,1711101.591858791,864081,1638367.1417435906,1414554.9949726788,100.0
2022-03-11,1714108.993003173,887136,1641334.2479689154,1417536.7881473335,100.0
2022-03-14,1717262.5734847195,1045469,1644307.9816893039,1420519.598682976,100.0
2022-03-15,1720380.5494488664,1322849,1647283.106457131,1423502.9496034577,100.0
2022-03-16,1723307.7776868723,1201719,1650260.3306707474,1426485.442828353,100.0
2022-03-17,1726146.6523853645,1105519,1653230.5854084801,1429466.487112276,100.0
2022-03-18,1728922.9900005,855214,1656190.7175876913,1432447.9837076827,100.0
2022-03-21,1731896.7791981918,776074,1659159.8038984772,1435429.5561527545,100.0
2022-03-22,1735123.3951741038,840644,1662129.9663195792,1438411.381498794,100.0
2022-03-23,1737733.0343538076,1309613,1665101.2799405097,1441392.953146551,100.0
2022-03-24,1740601.0560078616,987651,1668068.3479983015,1444373.4776221027,100.0
2022-03-25,1743373.0955167762,910632,1671025.9573640143,1447355.1178594287,100.0
2022-03-28,1746530.0870210242,963248,1673986.4471353868,1450338.56556112,100.0
2022-03-29,1749419.22509571,1164923,1676949.8384249462,1453321.4203226322,100.0
2022-03-30,1752325.097564079,737430,1679913.6888886895,1456305.4611615888,100.0
2022-03-31,1755281.7076500917,1282974,1682877.7181359367,1459290.270561713,100.0
2022-04-01,1758370.7863002706,1031295,1685844.257935322,1462276.9971900962,100.0
2022-04-04,1761292.3085006406,956731,1688810.0397660777,1465261.6832945484,100.0
2022-04-05,1763683.0798896805,1088569,1691764.0765557317,1468243.1590281904,100.0
2022-04-06,1766791.742267958,1043679,1694719.4326727553,1471224.610783446,100.0
2022-04-07,1769879.5508594923,931160,1697681.379256225,1474206.72425676,100.0
2022-04-08,1772835.642653826,949457,1700643.4157549005,1477188.9716207942,100.0
2022-04-11,1775618.8353296916,826227,1703595.0430624122,1480171.751422396,100.0
2022-04-12,1778689.191351828,1131278,1706549.616072059,1483155.174841472,100.0
2022-04-13,1781765.038458535,893601,1709507.4813682125,1486139.738988293,100.0
2022-04-14,1784671.0318819948,808748,1712459.1537436205,1489122.975178307,100.0
2022-04-15,1787627.6855878797,1033172,1715420.1959318116,1492104.8535349837,100.0
2022-04-18,1790441.6542873748,1265828,1718372.7919795872,1495084.3351564421,100.0
2022-04-19,1793405.9364689575,990331,1721327.2012860265,1498062.7856368693,100.0
2022-04-20,1796095.8505999409,878379,1724274.753160796,1501040.2843418885,100.0
2022-04-21,1799179.3143641471,1080779,1727223.5890254257,1504019.3162627143,100.0
2022-04-22,1801990.4406659822,1387342,1730164.8775436152,1506996.637151868,100.0
2022-04-25,1805038.0612955487,709618,1733108.188853381,1509973.8398513517,100.0
2022-04-26,1807756.868712295,1076440,1736048.588414608,1512951.4051263698,100.0
2022-04-27,1810638.8571831211,1041017,1738981.4363620887,1515928.0248619497,100.0
2022-04-28,1813616.7593021079,1232306,1741923.299047218,1518903.7195883014,100.0
2022-04-29,1816284.619339734,1198181,1744858.4375963726,1521877.6946892524,100.0
2022-05-02,1819307.648914362,962658,1747799.428438711,1524851.9699917478,100.0
2022-05-03,1822231.8194017862,663096,1750741.9489843503,1527826.6737951678,100.0
2022-05-04,1824883.3481622243,1161312,1753669.4550784724,1530801.0817770895,100.0
2022-05-05,1827622.699611402,832961,1756591.9265832845,1533773.3862183075,100.0
2022-05-06,1830743.7236282183,810651,1759516.0382896438,1536746.6048940546,100.0
2022-05-09,1833922.8348253286,1229670,1762450.8584713684,1539720.9525924488,100.0
2022-05-10,1836896.4530973725,817829,1765388.0671971692,1542693.435661016,100.0
2022-05-11,1839977.4054597807,1280568,1768326.108740615,1545665.638990289,100.0
2022-05-12,1843022.1741724433,1067168,1771263.6266275414,1548637.6953381235,100.0
2022-05-13,1846088.098768869,1063823,1774199.9954601792,1551609.9392471353,100.0
2022-05-16,1849345.295570285,1061452,1777141.4737172492,1554581.9491452933,100.0
2022-05-17,1852043.8958906422,672315,1780074.815963893,1557550.7324557453,100.0
2022-05-18,1855179.1880371145,644722,1783009.0489258152,1560519.2627218186,100.0
2022-05-19,1858102.786245999,1043110,1785949.0728135596,1563486.828754345,100.0
2022-05-20,1861057.9344591487,1113601,1788888.051642679,1566456.265131008,100.0
2022-05-23,1863997.4845130576,1016522,1791822.7498632458,1569425.2755360266,100.0
2022-05-24,1866922.4550897253,835693,1794753.587976063,1572394.0409008826,100.0
2022-05-25,1869677.2158513686,1003784,1797680.976739353,1575361.486116317,100.0
2022-05-26,1872713.88369122,983593,1800612.32136547,1578328.171624864,100.0
2022-05-27,1876048.0722977777,808568,1803554.8230114155,1581299.2677536106,100.0
2022-05-30,1879036.845693688,1202794,1806497.6243413254,1584270.8770613906,100.0
2022-05-31,1882036.568685141,653944,1809435.887811546,1587242.2150797728,100.0
2022-06-01,1884899.1088777096,1117748,1812379.2093020242,1590213.3326446638,100.0
2022-06-02,1887875.613968426,1076864,1815324.7004612354,1593185.7496411214,100.0
2022-06-03,1890968.8472536327,1201942,1818276.6154959726,1596157.763840518,100.0
2022-06-06,1893894.798765492,798937,1821223.9097308621,1599129.1309255688,100.0
2022-06-07,1896804.0379572816,1020281,1824171.6059880934,1602101.0153111483,100.0
2022-06-08,1899884.6908653143,1434232,1827122.797854118,1605072.9881440636,100.0
2022-06-09,1902701.0899113505,1132414,1830071.1854993433,1608043.221386497,100.0
2022-06-10,1905751.5892367659,1020116,1833018.8015580731,1611013.701832911,100.0
2022-06-13,1908915.6535962182,1107832,1835971.268459985,1613984.202036319,100.0
2022-06-14,1912187.643304554,1017235,1838941.3597282823,1616955.983928094,100.0
2022-06-15,1915169.5669030987,1438179,1841908.9162209854,1619928.070666844,100.0
2022-06-16,1918443.08635106,1196727,1844880.1869308164,1622902.68442335,100.0
2022-06-17,1921649.9683283563,982877,1847856.4734443072,1625878.4185205095,100.0
2022-06-20,1924450.725800282,1050466,1850833.1112537188,1628852.9621120908,100.0
2022-06-21,1927207.1380979635,921840,1853803.4701886415,1631825.4119323986,100.0
2022-06-22,1930146.1453703926,1241970,1856771.0923268788,1634797.6718965375,100.0
2022-06-23,1933351.9324689116,718779,1859744.710338617,1637770.5033805624,100.0
2022-06-24,1936337.4750673997,679052,1862718.9061282075,1640744.227189594,100.0
2022-06-27,1939217.3435558681,1291742,1865694.4199135774,1643718.1329702232,100.0
2022-06-28,1942527.792191878,1430623,1868676.857028036,1646693.7013833318,100.0
2022-06-29,1945585.1730894786,1093660,1871666.6434778264,1649670.6113293918,100.0
2022-06-30,1948121.0542343205,1022547,1874645.47827523,1652644.3804333392,100.0
2022-07-01,1951184.486359579,1131453,1877629.359189102,1655618.0035675836,100.0
2022-07-04,1954288.4944824933,870589,1880614.3678528408,1658591.8676466784,100.0
2022-07-05,1957333.6162133876,1034248,1883605.9028028625,1661565.6184303018,100.0
2022-07-06,1960423.558633434,1007781,1886601.5968318689,1664537.7978824645,100.0
2022-07-07,1963410.1035116492,1125312,1889597.46371606,1667510.3789232061,100.0
2022-07-08,1966146.4243377203,688400,1892594.6998160195,1670483.8430093632,100.0
2022-07-11,1969072.283537076,898593,1895589.9925084738,1673456.7370913206,100.0
2022-07-12,1971883.1603779648,1168999,1898583.0193279972,1676428.7361610231,100.0
2022-07-13,1974696.6121958059,864881,1901579.2846086689,1679400.3200088576,100.0
2022-07-14,1977443.9985259855,801327,1904575.7105869607,1682371.619618202,100.0
2022-07-15,1980534.4963445135,1408414,1907571.5260412865,1685343.810906161,100.0
2022-07-18,1983554.075573596,1007623,1910564.1508562518,1688315.9187518365,100.0
2022-07-19,1986464.4425010597,884216,1913555.5106443255,1691288.0812488499,100.0
2022-07-20,1989334.5749155136,661525,1916542.6540334404,1694257.181954256,100.0
2022-07-21,1992329.8902945092,1145869,1919528.8083558816,1697227.2197409382,100.0
2022-07-22,1995545.7292401318,1139827,1922517.9609653067,1700199.1298397118,100.0
2022-07-25,1998144.886097032,940248,1925493.9527758416,1703171.3243428096,100.0
2022-07-26,2001220.2614012023,779553,1928477.480086053,1706143.6442380133,100.0
2022-07-27,2004111.1190063988,995090,1931456.1187054387,1709117.434827871,100.0
2022-07-28,2006734.201837403,832828,1934428.7470172667,1712089.8802865169,100.0
2022-07-29,2009345.0612207702,811581,1937394.489552499,1715060.6557126143,100.0
2022-08-01,2012162.5045219432,979357,1940357.789952677,1718031.228083183,100.0
2022-08-02,2015206.4064331017,789721,1943323.4689795442,1721000.2810906302,100.0
2022-08-03,2018285.0190198978,1049329,1946295.625042915,1723968.7327666206,100.0
2022-08-04,2021097.2227053621,1121598,1949263.2918231979,1726934.9263241617,100.0
2022-08-05,2024300.6269036448,832073,1952228.342915315,1729903.0193215127,100.0
2022-08-08,2027585.223602948,726350,1955199.3104735003,1732871.4067082957,100.0
2022-08-09,2030664.4409199394,1312255,1958171.8679181964,1735839.6941807172,100.0
2022-08-10,2033546.1603863777,811945,1961144.8089483697,1738806.6188445226,100.0
2022-08-11,2036771.0442232797,868011,1964122.7175534668,1741773.6384886832,100.0
2022-08-12,2039922.1233624124,1042603,1967101.7830756425,1744742.3222917859,100.0
2022-08-15,2043095.6048446833,1119873,1970085.799197226,1747712.2978199206,100.0
2022-08-16,2045964.312109689,948736,1973069.0046802745,1750680.754288369,100.0
2022-08-17,2048397.401208634,1092158,1976039.2588871408,1753649.0318214053,100.0
2022-08-18,2051820.7594129308,919802,1979021.6522771725,1756617.9128173806,100.0
2022-08-19,2054498.5837322408,805765,1981996.5921670818,1759584.6298028878,100.0
2022-08-22,2057491.4301178688,1285263,1984968.1076975148,1762551.3567242844,100.0
2022-08-23,2060967.5791881129,1497688,1987943.706415186,1765520.243883376,100.0
2022-08-24,2064033.6945393677,1339193,1990920.9889679113,1768490.4915545073,100.0
2022-08-25,2067223.5438340793,1028361,1993896.5981175718,1771462.038415477,100.0
2022-08-26,2069923.064520203,1366687,1996862.0600414088,1774430.9825955385,100.0
2022-08-29,2072567.5311292564,1071140,1999824.3961479885,1777396.8510866733,100.0
2022-08-30,2075460.9905708604,904542,2002789.4731974462,1780359.4906509637,100.0
2022-08-31,2078679.1405177473,1093275,2005760.1331003932,1783323.2948896545,100.0
2022-09-01,2081609.8906282177,981121,2008725.2922635793,1786287.4114318648,100.0
2022-09-02,2084450.9633640035,803376,2011687.5620295114,1789251.2475717198,100.0
2022-09-05,2087490.5568219924,820335,2014653.0262948337,1792216.29972074,100.0
2022-09-06,2090706.9438656878,1160410,2017616.6093283102,1795182.5116597349,100.0
2022-09-07,2093417.9558258732,630693,2020573.264983038,1798146.8959261002,100.0
2022-09-08,2096175.8472270486,1120827,2023534.3608428924,1801110.1038917524,100.0
2022-09-09,2099018.1133761466,674083,2026491.033383224,1804071.426841304,100.0
2022-09-12,2102237.0410510893,575764,2029450.0043145958,1807034.0786450321,100.0
2022-09-13,2105284.005356279,632230,2032409.0120974537,1809997.3127209381,100.0
2022-09-14,2108710.436038393,1393352,2035374.7496455528,1812963.260218732,100.0
2022-09-15,2111897.725183559,960753,2038344.502078991,1815931.7767967777,100.0
2022-09-16,2114890.7061481853,1017316,2041319.3877152004,1818901.8260473714,100.0
2022-09-19,2118143.7217158033,1283851,2044300.8164787749,1821874.3195337332,100.0
2022-09-20,2121186.02111835,1186835,2047286.8736935826,1824845.723089036,100.0
2022-09-21,2124045.0368478484,721698,2050273.8421866235,1827815.5264627137,100.0
2022-09-22,2127181.0318166977,1173801,2053268.5828524374,1830784.6348471693,100.0
2022-09-23,2130041.7664859253,1036836,2056258.7282552659,1833754.3791166253,100.0
2022-09-26,2132983.6870657643,931664,2059247.3204851095,1836725.8016136705,100.0
2022-09-27,2136249.2436049557,1004858,2062243.0165071872,1839699.211949732,100.0
2022-09-28,2139228.9873077124,1255962,2065240.9047550312,1842672.3451853537,100.0
2022-09-29,2142068.359030244,822806,2068235.674129746,1845644.1765893134,100.0
2022-09-30,2144975.4914919566,1080177,2071224.2693747825,1848614.4956834256,100.0
2022-10-03,2148179.849609074,998068,2074224.9686450232,1851585.5522884524,100.0
2022-10-04,2151069.341474391,640567,2077221.950246487,1854554.313684025,100.0
2022-10-05,2153991.967305021,839549,2080219.5672124594,1857522.910814432,100.0
2022-10-06,2156889.9087570943,1038642,2083222.681350853,1860491.9107313175,100.0
2022-10-07,2159926.6938559623,1259468,2086234.3140035572,1863462.7757919126,100.0
2022-10-10,2162849.595903887,1200266,2089248.055831196,1866434.1443341055,100.0
2022-10-11,2165529.2286940925,1119442,2092254.5122764157,1869403.6689222883,100.0
2022-10-12,2168351.7925057234,836944,2095255.8477461324,1872373.195049787,100.0
2022-10-13,2171165.234697422,1360242,2098257.2079859735,1875340.8516457803,100.0
2022-10-14,2174413.898574313,1043048,2101259.473419387,1878308.3392334525,100.0
2022-10-17,2177576.433382735,798726,2104259.297614983,1881279.0090820713,100.0
2022-10-18,2180693.885258615,963419,2107259.8865017565,1884249.4021377694,100.0
2022-10-19,2183592.8135951622,1179249,2110260.819565932,1887221.5294392088,100.0
2022-10-20,2186429.6552867633,1001523,2113253.9917872013,1890192.4394500514,100.0
2022-10-21,2189328.151766432,1177372,2116242.1123552816,1893161.617072728,100.0
2022-10-24,2192117.775745922,1220738,2119222.5557733066,1896129.6779591953,100.0
2022-10-25,2195617.215824239,1080106,2122215.6138475975,1899101.515735228,100.0
2022-10-26,2198168.1514945645,828459,2125211.0288533163,1902071.693620816,100.0
2022-10-27,2201280.9532015794,1027090,2128200.2327290894,1905042.6971603855,100.0
2022-10-28,2204024.042741981,1009033,2131190.741909284,1908012.5983924405,100.0
2022-10-31,2207003.174043682,1371869,2134180.9767878,1910982.5981778442,100.0
2022-11-01,2209805.573655183,674735,2137157.736677142,1913951.7198440852,100.0
2022-11-02,2212570.047862686,973035,2140128.463743608,1916919.450401315,100.0
2022-11-03,2215342.008602499,883181,2143090.8330389764,1919887.2493358976,100.0
2022-11-04,2218693.005833247,1067021,2146066.2318652375,1922857.0452764637,100.0
2022-11-07,2221666.408148785,512487,2149048.209405628,1925825.1899674367,100.0
2022-11-08,2224513.2677098894,1222984,2152029.254948409,1928792.953601639,100.0
2022-11-09,2227624.425102706,1002749,2155008.1606401075,1931761.716858898,100.0
2022-11-10,2230626.4949656194,631059,2157988.492726856,1934729.4122681683,100.0
2022-11-11,2233770.501717488,927777,2160974.8834939254,1937700.386895864,100.0
2022-11-14,2236405.6503863004,1121792,2163953.1853652117,1940668.3558883027,100.0
